,cidade,m2Aprox,4mm,3mm,$4mm,$3mm
61,1,18.3,5449.427001919785,4575.0,297.78289627976966,256.5089345364357
62,1,122.0,36300.0,30500.0,297.78289627976966,256.5089345364357
63,1,115.0,34500.0,29498.527471690104,297.78289627976966,256.5089345364357
64,1,30.330327534438748,8500.0,7780.0,297.78289627976966,256.5089345364357
65,1,220.0,65800.0,56431.96559801585,297.78289627976966,256.5089345364357
66,1,220.0,59325.0,56431.96559801585,297.78289627976966,256.5089345364357
67,1,32.64993484587718,9722.592161751085,8375.0,297.78289627976966,256.5089345364357
68,1,116.95499049269438,34827.19580328745,30000.0,297.78289627976966,256.5089345364357
69,1,112.5,31500.0,28125.0,297.78289627976966,256.5089345364357
70,1,1370.0,431550.0,351417.24031491694,297.78289627976966,256.5089345364357
71,1,140.0,39048.8,35911.250835101004,297.78289627976966,256.5089345364357
72,1,63.35061985020946,18864.73106011404,16250.0,297.78289627976966,256.5089345364357
73,1,46.88335718883809,13520.0,12026.0,297.78289627976966,256.5089345364357
74,1,9.730655208992172,2897.622690833517,2496.0,297.78289627976966,256.5089345364357
75,1,30.60712101193812,9114.277141720328,7851.0,297.78289627976966,256.5089345364357
76,1,1370.0,431550.0,351417.24031491694,297.78289627976966,256.5089345364357
77,1,1370.0,431550.0,351417.24031491694,297.78289627976966,256.5089345364357
78,1,51.85004578509451,15440.056806124108,13300.0,297.78289627976966,256.5089345364357
79,1,20.662048320376012,6152.804591914118,5300.0,297.78289627976966,256.5089345364357
80,1,1370.0,409970.0,351417.24031491694,297.78289627976966,256.5089345364357
81,1,6.682720951610254,1990.0,1714.1776311018618,297.78289627976966,256.5089345364357
82,1,57.015557865188505,16978.257954102635,14625.0,297.78289627976966,256.5089345364357
83,1,13.254898922505365,3947.082191039245,3400.0,297.78289627976966,256.5089345364357
84,1,11.63,3463.215083733721,2820.0,297.78289627976966,256.5089345364357
85,1,70.6018292607565,21024.01719991786,18110.0,297.78289627976966,256.5089345364357
86,1,25.18613423973714,7500.0,6460.468458926615,297.78289627976966,256.5089345364357
87,1,17.7,5270.757264151924,4799.0,297.78289627976966,256.5089345364357
88,1,56.674439142918146,16876.678633009713,14537.5,297.78289627976966,256.5089345364357
89,1,95.12339226739144,29280.0,24400.0,297.78289627976966,256.5089345364357
90,1,29.577917095602412,8375.0,7587.0,297.78289627976966,256.5089345364357
91,1,1790.0,537000.0,501000.0,297.78289627976966,256.5089345364357
92,1,624.0,187200.0,160061.57515073585,297.78289627976966,256.5089345364357
93,1,358.0,107400.0,91830.19856404397,297.78289627976966,256.5089345364357
94,1,21.441748256993968,6384.985897269366,5500.0,297.78289627976966,256.5089345364357
95,2,165.0,57750.0,40425.0,335.3263888888889,245.0
96,2,26.839522024561475,9000.0,6575.682896017563,335.3263888888889,245.0
97,2,71.1,24885.0,17419.5,335.3263888888889,245.0
98,2,2400.0,734350.0,588000.0,335.3263888888889,245.0
99,3,1160.65,316439.0,321655.18351475114,290.81973463145647,277.13366089238883
100,3,1708.0,527772.0,439810.0,290.81973463145647,277.13366089238883
101,3,662.0,192522.6643260242,186600.0,290.81973463145647,277.13366089238883
102,3,1086.0,315830.2318097618,293220.0,290.81973463145647,277.13366089238883
103,3,346.0,100623.62818248397,93420.0,290.81973463145647,277.13366089238883
104,3,208.0,60490.504803342956,66690.0,290.81973463145647,277.13366089238883
105,3,247.0,71832.47445396977,66690.0,290.81973463145647,277.13366089238883
106,3,432.1,125663.20733425235,116640.0,290.81973463145647,277.13366089238883
107,3,49.32637903306907,14345.084460727783,13670.0,290.81973463145647,277.13366089238883
129,4,57.0,15960.0,13800.0,280.0,245.0
130,4,65.68532142857143,18391.89,15455.84,280.0,245.0
131,4,71.14285714285714,19920.0,17430.0,280.0,245.0
132,4,26.990571428571428,7557.36,6612.69,280.0,245.0
133,4,35.214285714285715,9860.0,8500.0,280.0,245.0
134,4,150.0,42000.0,36750.0,280.0,245.0
135,4,150.0,42000.0,37500.0,280.0,245.0
136,4,40.0,11200.0,9600.0,280.0,245.0
114,5,49.42551351351353,16001.51,11614.995675675676,323.75,235.0
115,5,122.72296525096523,39731.56,28839.896833976836,323.75,235.0
116,5,50.965250965250966,16500.0,15125.0,323.75,235.0
117,5,17.952123552123552,5812.0,4810.0,323.75,235.0
118,5,2527.5,973087.5,593962.5,323.75,235.0
119,5,123.41776061776062,39956.5,29003.173745173746,323.75,235.0
120,5,49.370409266409276,15983.67,11602.046177606178,323.75,235.0
121,5,90.0,27450.0,21150.0,323.75,235.0
122,5,432.0,131760.0,101520.0,323.75,235.0
123,5,396.04,118812.0,93069.4,323.75,235.0
124,5,56.52509652509652,18300.0,13283.397683397683,323.75,235.0
125,5,2020.0,653975.0,474700.0,323.75,235.0
126,5,191.0,61836.25,44885.0,323.75,235.0
127,5,1591.0,515086.25,373885.0,323.75,235.0
128,5,1063.0,344146.25,249805.0,323.75,235.0
108,6,180.0,54000.0,45900.0,323.75,255.33333333333331
109,6,11.945169712793732,3867.2486945169708,3050.0,323.75,255.33333333333331
110,6,405.63,113576.4,99784.98,323.75,255.33333333333331
111,6,240.0,77700.0,63600.0,323.75,255.33333333333331
112,6,60.947389033942564,19046.26,15561.9,323.75,255.33333333333331
113,6,60.947389033942564,19731.717199738898,15561.9,323.75,255.33333333333331
137,7,197.19076923076923,64087.0,59019.0,325.0,250.0
138,7,84.46153846153847,27450.0,21115.384615384617,325.0,250.0
139,7,262.0,91700.0,65500.0,325.0,250.0
140,7,18.748,6093.1,4687.0,325.0,250.0
141,7,62.30769230769231,20250.0,18419.0,325.0,250.0
142,7,104.0,31200.0,26000.0,325.0,250.0
143,7,161.53846153846158,52500.0,43750.0,325.0,250.0
144,7,52.62769230769231,17104.0,13830.89,325.0,250.0
145,7,76.15384615384616,24750.0,20625.0,325.0,250.0
146,7,22.523076923076925,7320.0,6100.0,325.0,250.0
147,7,71.53646153846154,23249.35,19439.35,325.0,250.0
148,7,16.326523076923078,5306.12,4081.6307692307696,325.0,250.0
149,7,86.30769230769229,28050.0,23375.0,325.0,250.0
